Tweets,Retweets,Favorite Tweets,Location
"RT @laurajade221b: Jamie Alexander also confirms Thor 3 is coming, talks about a Sif spin-off and the Sif/Jane relationship: ",,,
RT @THR: Box Office: 'Thor: The Dark World' Opens to Huge $109.4 Million Overseas ,,,
RT @BritishVogue: Natalie Portman's latest red carpet hairstyle is perfect up-do inspiration: ,,,
RT @BritishVogue: - @Jemima_Khan took her inspiration from Natalie Portman's Black Swan at the #UNICEF Halloween ball on Thursday - ,,,
Natalie Portman appearance on Good Morning America this week. Plus Jimmy Fallon and Letterman - ,,,
Find out when Natalie Portman will be appearing on Jimmy Fallon - ,,,
Added several great HQ Thor images to the site -  ,,,
A stunner of a new #natalieportman photo -  ,,,
Here is the Natalie Portman wallpaper calendar for November -  ,,,
Great new shots of Natalie Portman from latest Dior editorial -  ,,,
Want to hear Natalie Portman speak French? That and more in today's tidbits - ,,,
Here is #natalieportman's interview with The Telegraph - ,,,
"Natalie Portman in Berlin tidbits - appearance on TV, premiere footage and new photo -  ",,,
Natalie Portman enjoys a night at the opera in Berlin -  ,,,
New poll - Natalie Portman looked best at which recent red carpet event? - ,,,
Natalie Portman on the cover of Stella -  ,,,
Tons of great photos of #natalieportman rocking the German red carpet last night -  ,,,
Natalie Portman returning to Letterman. German premiere streaming soon. That and more in todays tidbits - ,,,
@Mbourven Not a major surprise. She's needs pushing to really bring her A game.,,,
@accroaupopcorn My email address is on the main site :-),,,
Check out a video of Natalie Portman interviewed on French TV -  ,,,
Tons of shots of #natalieportman at French press conference for #thor -  ,,,
Listen to #natalieportman on the Nick Grimshaw show -  ,,,
Aaaand I'm back from holiday. Updates will be more forthcoming from now on.,,,
Plus here she is earlier in the day arriving with Aleph -  ,,,
As we speak #natalieportman is attending the Thor premiere in France -  ,,,
Photos of #natalieportman arriving at afterparty for Thor 2 UK premiere -  ,,,
Right now #natalieportman is attending the UK premiere of Thor 2 -  ,,,
Photos of #natalieportman visiting Radio 1 in the UK today -  ,,,
We have the Thor 2 press conference video AND photos from the event -   ,,,
Weve just reached 8000 likes on our Facebook page - ,,,
Added 6 new HQ #natalieportman photos from #thor -  ,,,
View the #natalieportman tv appearance on Graham Norton here - ,,,
"The show was taped in advance, which is why we have photos from the visit.",,,
Preview of #natalieportman on Graham Norton show tonight-  ,,,
Natalie Portman is back in Paris -  ,,,
Breast milk and Breaking Bad in Marie Claire print and video interview with #natalieportman - ,,,
Gorgeous new Dior shot of #natalieportman -  ,,,
Great new photos of #natalieportman doing an interview in Israel -  ,,,
Some great #natalieportman additions to the fantastic 2012 Auerbach shoot '  ,,,
Sorry for lack of updates. Will be back from holiday in just over a week. Go to main site for more prompt Natalie updates.,,,
Enjoy this new cover and editorial of #natalieportman from Marie Claire -  ,,,
Natalie Portman looks great on new date photos from Thor 2 -  ,,,
And here are the first candids of #natalieportman in Israel -  ,,,
Natalie Portman is doing pre production for her directorial debut in Israel right now - ,,,
MUST SEE new photos and video of #natalieportman for Dior Rouge Nude -  ,,,
Great find from 1995 of a 15 year old #natalieportman -  ,,,
Tidbits! Natalie Portman to appear on Graham Norton show and #jgag is complete! - ,,,
This video is the closest most of us will get to being on set with #natalieportman - ,,,
Cool new shot from the set of #natalieportman short film Illusions &amp; Mirrors -  ,,,
We've got some new #thor images that feature Natalie -  ,,,
The #natalieportman #elle scans are here in HQ. Including the interview -  ,,,
"If you're an American teen girl who likes science, #natalieportman has a message for you - ",,,
Our October wallpaper calendar is here -  ,,,
Scans of #natalieportman in #elle are here -  ,,,
Natalie Portman looks stunning in these two new Elle previews -  ,,,
Another day another great new #natalieportman photo and article -  ,,,
Which is the better Elle cover? Subscription version or the newsstand version? - ,,,
Quality Elle shots of cover and this gorgeous black + white @natalieportman -  ,,,
MUST SEE video of #natalieportman in behind the scenes video from #elle shoot -  ,,,
We have the 4 GREAT #natalieportman photos from Elle. The others are at the site -  ,,,
We have the 4 GREAT #natalieportman photos from Elle. The others are at the site -  ,,,
Here is the actual #natalieportman cover for Elle -  ,,,
More new photos from the Auerbach shoot of #natalieportman -  ,,,
@cocosteaparty Hi Ella. Happy to. Send along any info and links and will update post.,,,
If this doesn't get 100 RTs there is something wrong with the world -  ,,,
More new photos from the Auerbach shoot of #natalieportman -  ,,,
We've got a new Thor 2 TV spot plus film running time  - ,,,
More new photos from the Auerbach shoot of #natalieportman -  ,,,
It's tidbits. It's Thor. It's Thor tidbits -  ,,,
It's tidbits. It's Thor. It's Thor tidbits -  ,,,
RT @carboncostume: How to dress up like Nina Sayers from Black Swan!  @DarrenAronofsky @natpdotcom @NPortmanFans,,,
It's tidbits. It's Thor. It's Thor tidbits -  ,,,
"@ThePlaylist A ""trailer"" for a new Natalie Portman short film - ",,,
We have #natalieportman in her new art short film for #dior and Shirin Neshat -  ,,,
@Susanita1508 Very cool,,,
"RT @Susanita1508: @natpdotcom made by me with photoshop, I hope you like it ",,,
I'm heading to Barcelona for a 2 week holiday but the site will continue updating - ,,,
Tidbits! Natalie in UK? Breaking Bad. Leon praise. And a video from ballet gala - ,,,
New poll time. Which recent Natalie Portman appearance was the best look? - ,,,
Tidbits! Knight Of Cups is almost ready! Plus Natalie is the 4th most in demand dramatic actress according to THR - ,,,
"Tidbits! Natalie talks about Jenkins leaving Thor 2, female superheroes, a new extended trailer and Joss Whedon - ",,,
Natalie Portman joined Ben at NYC Ballet gala last night -  ,,,
"A fitting link for our 5000th tweet, great behind the scenes HQ photos of Nat -  ",,,
Natalie has a Thor 2 character poster -  ,,,
Adorable new Natalie Portman photo on instagram -  ,,,
Natalie coming to Berlin. New Thor footage on the way. This and more in today's tidbits - ,,,
New poll - you know what I think of Rouge Dior campaign but what do you think? - ,,,
Super cute photos of Natalie Portman from a 2010 party for the Rodarte designers -  ,,,
New video showing the 60 year history of Rouge Dior. With Natalie appearance towards the end - ,,,
We have a translation from Grazia Germany. Where does Natalie like to hide? Click to find out - ,,,
New image from 2010 featuring Natalie Portman and Mila Kunis on stage -  ,,,
Natalie Portman talks more about her upcoming Paris move - ,,,
We have new versions of old V for Vendetta photos -  ,,,
In today's tidbits Natalie Portman talks about wanting to become French citizen - ,,,
New poll time. The accused - the new Thor 2 poster. Let the jury deliberate - ,,,
@mymonstertweets at least it wasn't on her head.,,,
@erikjtaylor certainly possible. You see her?,,,
New gallery link fixed. Hope nobody was viewing at work. Apologies :-P,,,
We've added HUGE versions of the new Thor poster and that romantic preproduction vista - ,,,
Wow. Natalie Portman looked AMAZING at a NY event last night -  ,,,
Can't wait for upcoming Natalie Portman interview by Loki himself @twhiddleston - ,,,
"That's not all, here are two more editorial snaps from Yo Dona magazine =  ",,,
STUNNING #natalieportman photos from her Tokyo trip -  ,,,
You MUST see these 3 new Natalie Portman editorial shots -  ,,,
You MUST see these 3 new Natalie Portman editorial shots -  ,,,
"More magazine goodness, this time from Grazia magazine -  ",,,
Natalie Portman rocks the cover of Madame Figaro -  ,,,
A new #thor2 poster is arrived. What do you think? -  ,,,
Behind the scenes video of Natalie Portman for Dior Rouge + new photo -  ,,,
Natalie Portman in Vanity Fair Italia! -  ,,,
A blast from the past -  ,,,
Another black and white Natalie photo gets the color treatment -  ,,,
@jawzbawz_ Seemingly left to make her writing and directing debut. Marion Cotillard is now lady macbeth.,,,
@jawzbawz_ You are. She dropped out a few days ago.,,,
"Natalie Portman in new interview for Thor, but also talks about doing Euro films, Star Wars and slapping Loki - ",,,
The September Natalie Portman calendar is here! -  ,,,
We've added 7 photos from a 2009 Natalie Portman appearance -  ,,,
Some new photos from 2007 where Natalie Portman visited Rwanda -  ,,,
Natalie Portman gets some colour -  ,,,
Pucker up -  ,,,
No Natalie in these new Thor character posters but Loki fans will enjoy - ,,,
Couple really nice new additions to a 2012 Natalie Portman shoot for Dior -  ,,,
@maxcommonn fake? Read the bio. Not a single tweet claiming to be Nat. So not sure where your confusion is coming from.,,,
@PadmeSkywalker1 wouldn't take much,,,
Even more new candids of Natalie Portman and Aleph #paparazzishadow -  ,,,
@PadmeSkywalker1 No but definitely a resemblance.,,,
Lots of Thor 2 photos including this romantic shot of Jane and Thor -  ,,,
Natalie Portman is snapped taking Aleph for a stroll -  ,,,
New poll - Tale Of Love + Darkness or Macbeth. Which should Natalie have chosen? - ,,,
@CarlozMeyer We are not Natalie. She is not on twitter.,,,
Two new Dior Rouge photos to start the day - ,,,
Natalie Portman exits stage left for Mac beth - ,,,
Hurry while it lasts. Behind the scenes video from Thor 2 - ,,,
Natalie Portman is snapped pumping gas #nowthoseareshorts - ,,,
Head over to the site for HQ updates to latest candids and Dior photos. Lots more photos coming this week.,,,
Natalie Portman looks pretty in red as she attends lunch with family -  ,,,
Natalie Portman goes for a walk with WHIZ!!! -  ,,,
Natalie Portman ditches the pink for black in new Miss Dior photos -  ,,,
@brianduffield Natalie just called your script 'great'. You're winning at life ,,,
@ThePlaylist Mathilda is not a killer. If anything the film shows she doesn't have it in her. At least not yet...,,,
Mathilda the killer? Thor 2 coming to IMAX. That and more in today's tidbits - ,,,
Great new photos of Natalie Portman from D23 photocall -  ,,,
Exclusive! Natalie Portman's directing debut aiming to shoot in 2014 - ,,,
Natalie drops Thor 3 hint + Thor 2 scenes from D23 are now online - ,,,
@theplaylist Natalie Portman to play the mom of Amos Oz in feature directorial debut.,,,
Natalie Portman to play the mother of Amos Oz in the film of his life that she is directing - ,,,
@chicchetta Great find. Thanks.,,,
"D23 roundup - vid of presentation, backstage interview with Natalie Portman and new footage description - ",,,
@thormoviesfan How about a video? About to tweet link...,,,
@iktriad Thanks man!,,,
Natalie Portman joined Tom Hiddleston at the Disney expo for a Thor panel -  ,,,
Natalie Portman on Japanese TV? We got it! -  ,,,
We have Natalie's appearance on Japanese TV! Check back tomorrow for that.,,,
New poll - what did you think of the Thor 2 trailer? - ,,,
More Natalie Portman Dior Rouge photos are up on the site -  ,,,
More Dior content coming later today...,,,
Natalie Portman in the new Dior Rouge advert -  ,,,
@MovieBryon thanks for the heads up,,,
The new Thor trailer is here! - ,,,
Check out this new Natalie drawing from Anya -  ,,,
Benjamin has some really nice words for Natalie in a new interview. That and more in today's tidbits - ,,,
"If you liked that Thor poster, here it is again in HQ resolution - ",,,
Happy anniversary to Natalie Portman and Benjamin Millepied,,,
New album from a 2010 BAFTA screening of Black Swan -  ,,,
Some new photos of Natalie Portman and Aleph out and about in LA -  ,,,
The new Thor poster is here -  ,,,
Reshoots for Thor? Natalie makes Forbes highest paid actresses list. That and more in todays tidbits - ,,,
Our Natalie Portman calendar for August is here. Dark but beautiful -  ,,,
Natalie Portman looks seriously gorgeous in this new find from a 2010 event -  ,,,
Our very own Celina rocked the Star Wars celebration with her handmade Amidala outfit - ,,,
RT @JustAnneth: @natpdotcom i knew i shouldve bought tickets D:,,,
Natalie and Ben attend JayZ and Justin Timberlake concert. What a cute couple #ambiguous -  ,,,
Natalie Portman oozes class and sex appeal in this Diorshow behind the scenes video - ,,,
Do you want Natalie Portman's directorial debut to be in English or Hebrew? - ,,,
Natalie Portman sightings and Thor 2 trailer coming August 7th in todays tidbits - ,,,
RT @AmoAmmo: @natpdotcom Via @nexusfandom MT @AgentM Official: New #ThorDarkWorld trailer debuts August 7 as part of @YouTube... ,,,
RT @SharnaCampbell: @natpdotcom Took the seatac tram with her and her cute family. Love it when celebrities don't make scenes for themselve,,,
Natalie Portman and the family are spotted in Seattle and Portland - ,,,
@ThePlaylist You guys here about Natalie Portman prepping her directorial debut? -  ,,,
Natalie Portman gears up for her directorial feature debut - A Tale Of Love And Darkness - ,,,
Natalie Portman wasn't at Comic Con but a new Thor trailer was. You can view the Marvel panel here - ,,,
The Fincher film is definitely moving ahead without Natalie. Balls. - ,,,
