twitter_text,category
Natalie Portman carries a bag (or does the bag carry her?) in new candids from Monday -  ,negative
"Tidbits - another stupid forbes list, Nat spotted and Nobu, and a reminder of Natalie's Sundance hit - ",negative
We've supersized that new Dior advert. Check out the even more HQ version on the site - ,negative
"In case you didn't notice, we added better quality photos to yesterday's candid gallery - ",positive
Natalie Portman was photographed leaving the shops on Friday -  ,negative
Natalie Portman in Italian Vogue day 6...the final day :-( -  ,negative
@indy_chic yup a classic,negative
Day 5 of Vogue Italia is here. This is probably my favourite Natalie Portman shot of the bunch -  ,negative
"So then, which new banner should we use on the site? - ",negative
Here's day 4 of Natalie Portman's Vogue Italia shoot -  ,negative
"Natalie's next film, Jane Got A Gun, will start filming in March - ",negative
Day 3 of Natalie Portman in Vogue Italia. Half way there! -  ,negative
Registration to comment on the site was accidentally turned off. Should be working 100% now - ,negative
Day 2 of those HQ Italian Vogue shots -  ,negative
The photographers were on hand again as Natalie Portman was out and about in Los Feliz -  ,positive
So begins a week of HQ versions from 2004 Vogue Italy shoot. Day 1 -  ,negative
"RT @markanthonyiam: will you sign and RT my petition to have solar installed on the White House roof please? 
#WHSolar",positive
@Lobomatico1 first letter of Jewish alphabet.,negative
Natalie Portman and Aleph go on a play date -  ,positive
RT @Zac_Posen: When we were young... Natalie portman an her dog charlie at my second fashion show in New York City ,negative
RT @BarcaTheOffside: Cesc's fall for that PK reminded me of Natalie Portman in Black Swan.,negative
"@MarshiPooh Tusen Takk Marshi :-) Lol, where is Tom's hand in your wallpaper?",positive
Stop the press! We have HQ versions of that new Natalie Portman Dior ad. Perfection! -  ,positive
How cute is this cartoon from today's tidbits update -  ,positive
Get the Natalie Portman look...this edition isn't cheap -  ,negative
@Eileen__MD It was a bad joke :-),negative
@Eileen__MD I was just making a joke at the fact that we haven't had a new film in a year and a half.,positive
Natalie Portman and Aleph were once again photographed by the paparazzi -  ,negative
Natalie Portman not nominated for an Oscar this morning. Outrage!,negative
PS - the old RSS won't work anymore but the new RSS feed should be working fine. The link is at the top of ,positive
To slideshow or not to slideshow. You let us know - ,negative
First new photos of Natalie Portman in almost 2 months. Bye bye blonde -  ,negative
@Mediasyndrome Thanks but I saw that on Facebook about a month ago :-),positive
We have a text free version of Natalie Portman 2011 Elle photo + album of the week is back! -   ,positive
New poll up on the site. Want to know which of the two new Dior photos was the most striking - ,positive
@igorekrf The film had that effect on many people.,negative
@MissDash1979 She values her privacy. Been that way for 20 years and with a family now she probably feels even more strongly about it.,positive
@MissDash1979 I don't think thats ever going to happen.,negative
2 decades later and we're still receiving great gifts from Leon The Professional -  ,positive
@nataliepbr my guess would be no :(,negative
Tidbits! Thor 2 is being anticipated by The Playlist while Natalie is spotted at Newark airport - ,negative
@akkislon Try  and ,negative
@akkislon My tastes are quite wide ranging so there's plenty you'd hate. But if you like interesting electronic music with female vocalists,positive
"@akkislon That's the one. Great track, pity the rest of the album couldn't match it.",positive
"@akkislon You'll have to fight me for her. Careful, I scratch.",negative
@akkislon Probably the song I listened to most in 2012 (after Fineshrine) and I only heard it for the first time in mid December.,negative
More Dior. MUST SEE this new black and white Natalie Portman shot - ,negative
We have 4 more versions of Natalie Portman's new Dior ad -  ,negative
@Babynefertitii Then I still agree :-),positive
@Babynefertitii I don't speak French but I'm going to go ahead and say...I agree!,positive
Check out this preview of a new Natalie Portman Dior campaign shot. Just a little bit gorgeous -  ,positive
"Natalie Portman spotted at the MET in NY. And she's not bald! Wait, what? - ",negative
@KMI_Kali single? She's married!,negative
Want to have your work permanently on the main page of  We're looking for banner submissions - ,positive
Star Wars fans should get a kick out of this new fanart -  ,negative
Happy new year to Natalie fans everywhere. Please enjoy this first calendar for 2013 -  ,positive
Check out this 1999 video of Natalie Portman and Susan Sarandon at the press conference for ABH - ,negative
"Hey, we hit 6k followers. Here's to a big 2013 for Natalie news.",negative
@smsajjadi There's probably a widget for that.,negative
@Hashtag_1DLuv Self control is totally overrated.,negative
How about a couple great Natalie Portman new oldies to kick off the final weekend of 2012? -  ,positive
"@olamasalska Yeah I know, it was just an excuse to mention them :-)",positive
I'm using the slight similarity between Natalie and a singer as an excuse to talk about Scottish band Chvrches - ,positive
@Hashtag_1DLuv Only a little? ;-),positive
Forbes names Natalie Portman Hollywood's most bankable star - ,negative
Our first poll on the new site and it's also about the new site. Let us know what you think - ,negative
Merry Christmas and behold the brand new website design - ,positive
Big news coming tomorrow on the site - ,negative
We've added bluray caps from Hotel Chevaliar and Darjeeling Limited to our gallery -  ,negative
We've got a surprise coming on Xmas. Wanna guess what it is? - ,positive
Another edition of get the Natalie Portman look - ,negative
"Tidbits! Natalie Portmans eyebrows gets a radio show, V for Vendetta causes a stir in China and video from Cincinnati - ",negative
@andres72333401 Natalie is not on Twitter. Only fakes.,negative
@AndrewCandler Seems to be the number 1 take away from people who meet her.,positive
@AnggieBCH Sorry but I'm not Natalie. You probably don't want to be like a guy in South Africa :-P,positive
We've added many new on set Black Swan photos. Must see for Natalie Portman fans -  ,negative
Natalie Portman parties like it's 2005 -  ,positive
@JBIEBERLONDON I wouldn't hold your breath. It's just not her cup of tea.,negative
"@JBIEBERLONDON Nope, same story I'm afraid.",negative
@JBIEBERLONDON Hiya. She doesn't have one. Very private person. Plenty of fakes online though.,negative
These are just awesome. Film stills juxtaposed with real world locations -  ,positive
Heard that Natalie Portman is still hoping to do In The Garden Of Beasts with Tom Hanks - ,positive
Mini pic battle in today's new poll - ,negative
@Hashtag_1DLuv I remember that quote. Definitely a good one :-),positive
We've added a ton of GREAT new photos from Black Swan -  ,positive
In today's tidbits - Natalie Portman is still in London. And McFly are still obsessed with Natalie - ,negative
Find out where Natalie Portman landed on Askmen's Top 99 Women list - ,positive
@iktriad Thanks for the reminder.,positive
"As promised, check out this elegant HQ photo from 2007 Teen Vogue -  ",positive
"Aussie actor, Joel Edgerton looks set to join Natalie Portman's upcoming western, Jane Got A Gun - ",negative
Amazing HQ photo from the 2007 Teen Vogue set of Natalie Portman. Another one coming tomorrow -  ,positive
We've added a couple new shots from Natalie Portman's Dior press conference in NY -  ,negative
The longer (and better) version is extended/directors cut or Leon Integrale.,negative
"To clarify, I was asking purely what film title you think is better. Leon was the European name of the original cut of The Professional.",positive
@Rogerwhutwhut Edited as in the original cut? And they call that The Professional? Interesting.,positive
@OfficialMariano I am not Natalie and there is no official site/twitter.,negative
@Rogerwhutwhut Leon and The Professional are the same film though. Has Leon come to mean the directors cut in the US?,negative
"@Greycleric08 Was just asking about title. As it is, Leon was the name for the same cut of The Professional in Europe.",negative
Head scratching Sunday. Which do you prefer? The Professional or Leon? - ,negative
Check out this new drawing of Padme and Anakin - ,negative
@veniceirenep Which one?,negative
"If you've seen Hesher and haven't voted in our film rating poll yet, you've got a couple hours left - ",negative
Tidbits! Want to be an extra in Natalies next film? Thor 2 footage seen + more Natalie Mara Rooney Portman confusion - ,negative
Chris Hemsworth draws parallels between Thor 2 and Game Of Thrones and throws science under the bus - ,negative
You have to see this Natalie Portman drawing. Absolute perfection -  ,positive
Tidbits - Natalie Portman is still in London and she makes VH1's greatest kid stars list - ,positive
"@SorayaRoberts Ah, gotcha. Thought you were doubting my status as a gentleman and a scholar ;-)",negative
@SorayaRoberts Come again?,negative
@SorayaRoberts Just heard back from a solid source that has no idea what he's talking about. Guess it was a joke.,positive
@SorayaRoberts Dowd lied!,negative
@SorayaRoberts The tip is the best part. Thanks again. I have a feeling December and January are going to be the Sahara desert of Nat news.,positive
What is Natalie Portman filming with Chris O'Dowd? - ,negative
"How about another ""new"" Natalie Portman as Mathilda photo? -  ",negative
Kick off the new week with a new Natalie Portman outtake photo -  ,negative
Rate Hesher so we can determine where it fits amongst Natalie Portman's filmography - ,negative
@LorenaCaro No problem. Hold onto that happiness.,negative
2 decades later here is a new photo of Natalie Portman and Jean Reno from The Professional -  ,negative
